((66, 10), 0.3256390008555058)
((66, 2), 0.3922281234437004)
((66, 59), 0.33198933657621366)
((66, 12), 0.11483312488215902)
((66, 68), 0.18630599185987098)
((66, 13), 0.35058951268276245)
((66, 101), -0.029199138208985037)
((66, 85), -0.00851035812624465)
((66, 46), 0.13169452233620124)
((66, 94), 0.010566290815524487)
((66, 39), 0.097196955037585)
((66, 47), 0.4907927694869524)
((66, 79), 0.3154504506653602)
((66, 23), 0.7986556259843576)
((66, 7), 0.6155000628877567)
((66, 103), 0.4276414598745609)
((98, 8), 0.0070955996479737105)
((98, 82), 0.2957162001144106)
((98, 47), 0.015459423557720342)
((138, 20), 0.6588199316497789)
((138, 21), 0.5899450607740967)
((50, 16), 0.1866045072738335)
((50, 0), 0.13940964185941906)
((50, 64), 0.02310534959066507)
((50, 40), 0.10604570016294912)
((50, 8), 0.5109681080584106)
((50, 17), 0.17614365580235103)
((50, 74), 0.14948206749567294)
((50, 18), -0.014715301057642821)
((50, 2), 0.2675801779332899)
((50, 52), 0.3208886281775996)
((50, 28), 0.26491255329191477)
((50, 61), 0.2688718717150421)
((50, 53), -0.014955064759437559)
((50, 29), 0.1475409408315063)
((50, 85), 0.16007083181906812)
((50, 30), -0.053128654906389294)
((50, 14), 0.573530073523575)
((50, 38), 0.5663881510747897)
((50, 78), 0.1182911098859531)
((50, 39), 0.20229633956528817)
((50, 15), 0.25400654587982224)
((42, 16), 0.18800191116794784)
((42, 24), 0.14456278474151896)
((42, 64), 0.30297242340506253)
((42, 65), 0.40359033142910694)
((42, 73), 0.39127057537605725)
((42, 57), 0.08592983238657095)
((42, 1), 0.1009106484246049)
((42, 17), 0.2704790818142792)
((42, 49), 0.10952395722665462)
((42, 82), 0.28504252638260785)
((42, 18), 0.2994200927223686)
((42, 58), 0.37839397877050956)
((42, 26), 0.3076941604001664)
((42, 10), 0.3847925784355954)
((42, 2), 0.301286656867256)
((42, 59), 0.1676205388743211)
((42, 27), 0.12621608991960565)
((42, 4), 0.011789854316556186)
((42, 28), 0.37158985194818195)
((42, 36), 0.10841358159187961)
((42, 60), 0.09050138622774823)
((42, 44), 0.3127995220969544)
((42, 68), 0.29983120638805033)
((42, 21), 0.3779031464049592)
((42, 77), 0.5311251735426425)
((42, 29), 0.3983546329594655)
((42, 22), 0.12515904627159288)
((42, 54), 0.12553018161567508)
((42, 46), 0.16821501637044523)
((42, 30), 0.28526527123252776)
((42, 94), -0.02862352273656206)
((42, 23), 0.5359054565963866)
((106, 16), 0.469160899144599)
((106, 8), 0.37379980317842443)
((106, 82), 0.5820760684027683)
((106, 18), 0.08019547860639087)
((106, 77), 0.9299745052636929)
((106, 7), 0.033945326860960856)
((74, 32), 0.31359188989869435)
((74, 24), 0.4551058872665789)
((74, 64), 0.6175507110827276)
((74, 40), 0.02543359845481255)
((74, 8), 0.5411836979281779)
((74, 65), 0.1228226510710298)
((74, 57), 0.26348665347698574)
((74, 82), 0.3473909599771993)
((74, 66), 0.268703294124077)
((74, 90), 0.49377725280228274)
((74, 10), 0.308086895612573)
